,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
340,0,2,9,Other Arab League Countries,"OTHER FRUIT, FRESH",08109090
341,0,0,0,Other Country Groups,"OTHER FRUIT, FRESH",08109090
342,0,1,3,Gulf Cooperation Council,OTHER DRIED FRUIT,08134090
343,0,0,2,Other Arab League Countries,OTHER DRIED FRUIT,08134090
344,0,0,0,Other Country Groups,OTHER DRIED FRUIT,08134090
345,0,0,1,Gulf Cooperation Council,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
346,0,1,10,Other Arab League Countries,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
347,0,0,1,European Union,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
348,0,0,0,Other Country Groups,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
349,0,0,2,Gulf Cooperation Council,"UNROASTED COFFEE, DECAFFEINATED",09011200
350,0,0,0,Other Country Groups,"UNROASTED COFFEE, DECAFFEINATED",09011200
351,0,0,2,Gulf Cooperation Council,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
352,0,0,1,Other Arab League Countries,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
353,0,0,1,Islamic not Arabic countries,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
354,0,0,1,North America,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
355,0,0,0,Other Country Groups,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
356,0,0,1,Gulf Cooperation Council,"ROASTED COFFEE, DECAFFEINATED",09012200
357,0,0,0,Other Country Groups,"ROASTED COFFEE, DECAFFEINATED",09012200
358,0,1,11,Gulf Cooperation Council,"OTHER COFFEE, COFFEE SUBSTITUTES",09019000
359,0,0,0,Other Country Groups,"OTHER COFFEE, COFFEE SUBSTITUTES",09019000
360,0,1,41,Other Arab League Countries,TEA BAGS,09023010
361,0,0,1,North America,TEA BAGS,09023010
362,0,0,1,Other Country Groups,TEA BAGS,09023010
363,0,0,19,Gulf Cooperation Council,OTHER KIND OF BLACK TEA,09023090
364,0,0,2,Other Arab League Countries,OTHER KIND OF BLACK TEA,09023090
365,0,0,0,Other Country Groups,OTHER KIND OF BLACK TEA,09023090
366,0,0,5,Gulf Cooperation Council,"BLACK TEA, OVER 3 KG PACKINGS",09024000
367,0,0,2,Other Arab League Countries,"BLACK TEA, OVER 3 KG PACKINGS",09024000
368,0,0,3,Islamic not Arabic countries,"BLACK TEA, OVER 3 KG PACKINGS",09024000
369,0,0,1,Other Country Groups,"BLACK TEA, OVER 3 KG PACKINGS",09024000
370,0,0,3,Gulf Cooperation Council,"PEPPER, CRUSHED OR GROUND",09041200
371,0,0,0,Other Country Groups,"PEPPER, CRUSHED OR GROUND",09041200
372,0,0,1,Gulf Cooperation Council,Vanilla crushed or ground,09052000
373,0,0,0,Other Country Groups,Vanilla crushed or ground,09052000
374,0,0,1,Other Arab League Countries, Cinnamon (Cinnamomum zeylanicum Blume),09061100
375,0,0,0,Other Country Groups, Cinnamon (Cinnamomum zeylanicum Blume),09061100
376,0,0,6,Gulf Cooperation Council,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
377,0,0,5,Other Arab League Countries,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
378,0,0,3,"Asian not Arabic ,not Islamic",CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
379,0,0,0,Other Country Groups,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
380,0,0,2,Gulf Cooperation Council,CARDAMOMS CRUSHED OR GROUND,09083200
381,0,0,1,Other Arab League Countries,CARDAMOMS CRUSHED OR GROUND,09083200
382,0,0,3,"Asian not Arabic ,not Islamic",CARDAMOMS CRUSHED OR GROUND,09083200
383,0,0,1,Gulf Cooperation Council,SEEDS OF CUMIN NEITHER CRUSHED NOR GROUND,09093100
384,0,0,3,Other Arab League Countries,SEEDS OF CUMIN NEITHER CRUSHED NOR GROUND,09093100
385,0,0,0,Other Country Groups,SEEDS OF CUMIN NEITHER CRUSHED NOR GROUND,09093100
386,0,0,1,Gulf Cooperation Council,GINGER NEITHER CRUSHED NOR GROUND,09101100
387,0,1,2,Other Arab League Countries,GINGER NEITHER CRUSHED NOR GROUND,09101100
388,0,0,1,Other Arab League Countries,MIXTURES OF SPICES,09109100
389,0,0,1,"Asian not Arabic ,not Islamic",MIXTURES OF SPICES,09109100
390,0,0,1,Other Country Groups,MIXTURES OF SPICES,09109100
391,0,0,6,Other Arab League Countries,Curry,09109930
392,0,0,0,Other Country Groups,Curry,09109930
393,0,0,6,Gulf Cooperation Council,OTHERS SPICES,09109990
394,0,0,1,Other Arab League Countries,OTHERS SPICES,09109990
395,0,0,1,"Asian not Arabic ,not Islamic",OTHERS SPICES,09109990
396,0,0,0,Other Country Groups,OTHERS SPICES,09109990
397,0,0,1,Gulf Cooperation Council,RICE IN THE HUSK (PADDY OR ROUGH),10061000
398,0,2,6,Other Arab League Countries,RICE IN THE HUSK (PADDY OR ROUGH),10061000
399,0,0,1,"Asian not Arabic ,not Islamic",RICE IN THE HUSK (PADDY OR ROUGH),10061000
400,0,0,1,European Union,RICE IN THE HUSK (PADDY OR ROUGH),10061000
401,0,0,0,Other Country Groups,RICE IN THE HUSK (PADDY OR ROUGH),10061000
402,0,0,1,Gulf Cooperation Council,HUSKED (BROWN) RICE,10062000
403,0,3,7,Other Arab League Countries,HUSKED (BROWN) RICE,10062000
404,0,0,1,Other Country Groups,HUSKED (BROWN) RICE,10062000
405,0,3,13,Gulf Cooperation Council,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
406,0,3,10,Other Arab League Countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
407,0,0,1,Islamic not Arabic countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
408,0,1,3,"Asian not Arabic ,not Islamic",SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
409,0,0,0,Other Country Groups,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
410,0,3,4,Other Arab League Countries,MEAL OF MAIZE,11031320
411,0,0,0,Other Country Groups,MEAL OF MAIZE,11031320
412,0,0,2,Gulf Cooperation Council,ROLLED OR FLAKED GRAINS OF OATS,11041200
413,0,0,0,Other Country Groups,ROLLED OR FLAKED GRAINS OF OATS,11041200
414,0,19,15,Other Arab League Countries,FLOUR OF POTATOES,11051010
415,0,0,0,Other Country Groups,FLOUR OF POTATOES,11051010
416,0,0,2,Other Arab League Countries,"FLOUR, MEAL AND POWDER OF DATES",11063030
417,0,0,1,Islamic not Arabic countries,"FLOUR, MEAL AND POWDER OF DATES",11063030
418,0,0,1,"Asian not Arabic ,not Islamic","FLOUR, MEAL AND POWDER OF DATES",11063030
419,0,0,3,"African not Arabic,not Islamic","FLOUR, MEAL AND POWDER OF DATES",11063030
420,0,0,1,European Union,"FLOUR, MEAL AND POWDER OF DATES",11063030
421,0,0,1,Other Country Groups,"FLOUR, MEAL AND POWDER OF DATES",11063030
422,0,5,10,Gulf Cooperation Council,MAIZE (CORN) STARCH,11081200
423,0,3,5,Other Arab League Countries,MAIZE (CORN) STARCH,11081200
424,0,0,0,Other Country Groups,MAIZE (CORN) STARCH,11081200
425,0,0,1,Other Arab League Countries,SESAMUM SEEDS,12074000
426,0,0,1,"Asian not Arabic ,not Islamic",SESAMUM SEEDS,12074000
427,0,0,0,Other Country Groups,SESAMUM SEEDS,12074000
428,0,0,2,Other Arab League Countries,LUCERNE (ALFALFA) SEED,12092100
429,0,0,0,Other Country Groups,LUCERNE (ALFALFA) SEED,12092100
430,0,0,1,Gulf Cooperation Council,OTHER SEEDS,12099900
431,0,0,0,Other Country Groups,OTHER SEEDS,12099900
432,0,0,5,Gulf Cooperation Council,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
433,0,0,1,European Union,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
434,0,0,1,Other Country Groups,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
435,0,0,1,Other Arab League Countries,CLEANING STICKS FOR TEETH                           (3),12119070
436,0,0,0,Other Country Groups,CLEANING STICKS FOR TEETH                           (3),12119070
437,0,0,1,Other Arab League Countries,WATERMELON SEEDS (GREEN AND YELLOW)        (3),12129910
438,0,1,10,Gulf Cooperation Council,TAHINAH (SESAME JUICE),13021930
439,0,0,1,Other Country Groups,TAHINAH (SESAME JUICE),13021930
440,0,0,3,Gulf Cooperation Council,MUCILAGES AND THICKENERS FROM LOCUST BEANS,13023200
441,0,0,1,Other Country Groups,MUCILAGES AND THICKENERS FROM LOCUST BEANS,13023200
442,0,14,38,Gulf Cooperation Council,CRUDE SOYA-BEAN OIL,15071000
443,0,23,71,Other Arab League Countries,CRUDE SOYA-BEAN OIL,15071000
444,0,26,63,"Asian not Arabic ,not Islamic",CRUDE SOYA-BEAN OIL,15071000
445,0,2,7,Other Arab League Countries,OTHER SOYA-BEAN OIL,15079000
446,0,0,0,Other Country Groups,OTHER SOYA-BEAN OIL,15079000
447,0,0,3,Gulf Cooperation Council,VIRGIN OLIVE OIL,15091000
448,0,0,1,Other Country Groups,VIRGIN OLIVE OIL,15091000
449,0,0,2,Gulf Cooperation Council,OTHER OLIVE OIL,15099000
450,0,0,0,Other Country Groups,OTHER OLIVE OIL,15099000
451,0,6,55,Gulf Cooperation Council,OTHER PALM OIL,15119000
452,0,4,17,Other Arab League Countries,OTHER PALM OIL,15119000
453,0,0,1,Gulf Cooperation Council,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
454,0,0,1,Other Arab League Countries,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
455,0,0,2,Islamic not Arabic countries,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
456,0,0,0,Other Country Groups,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
457,0,6,38,Gulf Cooperation Council,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
458,0,12,60,Other Arab League Countries,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
459,0,0,0,Other Country Groups,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
460,0,0,1,Other Arab League Countries,OTHER LINSEED OIL,15151900
461,0,0,0,Other Country Groups,OTHER LINSEED OIL,15151900
462,0,15,134,Gulf Cooperation Council,OTHER CORN OIL,15152900
463,0,11,76,Other Arab League Countries,OTHER CORN OIL,15152900
464,0,0,1,Other Arab League Countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
465,0,3,5,Islamic not Arabic countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
466,0,2,3,South America,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
467,0,0,0,Other Country Groups,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
468,0,0,2,Gulf Cooperation Council,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
469,0,8,52,Other Arab League Countries,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
470,0,44,92,European Union,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
471,0,0,1,Other Country Groups,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
472,0,2,7,Other Arab League Countries,MARGARINE OF VEGETABLE ORIGIN,15171020
473,0,0,1,Islamic not Arabic countries,MARGARINE OF VEGETABLE ORIGIN,15171020
474,0,0,0,Other Country Groups,MARGARINE OF VEGETABLE ORIGIN,15171020
475,0,1,5,Other Arab League Countries,OTHER MIXTURES OF ANIMAL OR VEGETABLE FATS OR OILS,15179090
476,0,0,0,Other Country Groups,OTHER MIXTURES OF ANIMAL OR VEGETABLE FATS OR OILS,15179090
477,0,3,8,European Union,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
478,0,0,0,Other Country Groups,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
479,0,3,2,Islamic not Arabic countries,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
480,0,4,5,"Asian not Arabic ,not Islamic","ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
481,0,28,56,European Union,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
482,0,0,0,Other Country Groups,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
483,0,1,2,Gulf Cooperation Council,GLYCEROL CRUDE,15200010
484,0,0,1,Other Arab League Countries,GLYCEROL CRUDE,15200010
485,0,0,0,Other Country Groups,GLYCEROL CRUDE,15200010
486,0,1,1,Islamic not Arabic countries,RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
487,0,1,1,Other Country Groups,RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
488,0,0,1,Other Arab League Countries,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
489,0,0,0,Other Country Groups,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
490,0,0,6,Gulf Cooperation Council,FROZEN SAUSAGES AND SIMILAR MEATS,16010030
491,0,1,15,Gulf Cooperation Council,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
492,0,2,11,Other Arab League Countries,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
493,0,2,5,"Asian not Arabic ,not Islamic",SAUSAGES FROM MEAT & BOWELS                         (3),16010090
494,0,0,0,Other Country Groups,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
495,0,0,3,Gulf Cooperation Council,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
496,0,0,1,Other Country Groups,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
497,0,1,15,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023100
498,0,1,8,Other Arab League Countries,PREPARED TURKEY MEAT,16023100
499,0,0,0,Other Country Groups,PREPARED TURKEY MEAT,16023100
500,0,0,4,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023200
501,0,0,1,Other Arab League Countries,PREPARED TURKEY MEAT,16023200
502,0,0,0,Other Country Groups,PREPARED TURKEY MEAT,16023200
503,0,2,9,Gulf Cooperation Council,OTHER PREPARED MEAT OF POULTRY,16023900
504,0,0,1,Other Arab League Countries,OTHER PREPARED MEAT OF POULTRY,16023900
505,0,0,1,Islamic not Arabic countries,OTHER PREPARED MEAT OF POULTRY,16023900
506,0,0,1,Other Country Groups,OTHER PREPARED MEAT OF POULTRY,16023900
507,0,0,2,Gulf Cooperation Council,PASTRAMI FOR BOVINE,16025010
508,0,2,27,Gulf Cooperation Council,OTHER BOVINE CANNED MEATS,16025090
509,0,1,11,Other Arab League Countries,OTHER BOVINE CANNED MEATS,16025090
510,0,0,1,Other Country Groups,OTHER BOVINE CANNED MEATS,16025090
511,0,0,2,Gulf Cooperation Council,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
512,0,0,1,Other Arab League Countries,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
513,0,3,2,Islamic not Arabic countries,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
514,0,7,18,"Asian not Arabic ,not Islamic",FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
515,0,0,4,Other Arab League Countries,OTHER OFFAL (EXCEPT LIVERS),16029029
516,0,0,0,Other Country Groups,OTHER OFFAL (EXCEPT LIVERS),16029029
517,0,8,168,Gulf Cooperation Council,OTHER PREPARED OR PRESERVED MEATS,16029090
518,0,0,0,Other Country Groups,OTHER PREPARED OR PRESERVED MEATS,16029090
519,0,0,1,Gulf Cooperation Council,"TUNAS, PRESERVED",16041400
520,0,1,13,Other Arab League Countries,"TUNAS, PRESERVED",16041400
521,0,0,0,Other Country Groups,"TUNAS, PRESERVED",16041400
522,0,1,12,Other Arab League Countries,"MACKEREL, PRESERVED",16041500
523,0,0,1,Other Arab League Countries,"OTHER CRUSTACEANS, PRESERVED",16054000
524,0,0,8,Gulf Cooperation Council,"OTHER MOLLUSCS AND INVERTEBRATES, PRESERVED",16055900
525,0,61,102,Other Arab League Countries,OTHER BEET SUGAR,17011290
526,0,0,0,Other Country Groups,OTHER BEET SUGAR,17011290
527,0,61,98,Other Arab League Countries,OTHER CANE SUGAR,17011390
528,0,0,0,Other Country Groups,OTHER CANE SUGAR,17011390
529,0,48,83,Gulf Cooperation Council,REFINED SUGAR CRYSTALS,17019911
530,0,107,177,Other Arab League Countries,REFINED SUGAR CRYSTALS,17019911
531,0,11,15,Islamic not Arabic countries,REFINED SUGAR CRYSTALS,17019911
532,0,9,13,"Asian not Arabic ,not Islamic",REFINED SUGAR CRYSTALS,17019911
533,0,36,51,"African not Arabic,not Islamic",REFINED SUGAR CRYSTALS,17019911
534,0,1,1,European Union,REFINED SUGAR CRYSTALS,17019911
535,0,1,4,Other Arab League Countries,CASTOR SUGAR,17019913
536,0,0,0,Other Country Groups,CASTOR SUGAR,17019913
537,0,1,1,Other Arab League Countries,"SUGAR CANDY, NEITHER FLAVORED OR COLORED",17019920
538,0,0,0,Other Country Groups,"SUGAR CANDY, NEITHER FLAVORED OR COLORED",17019920
539,0,14,25,Gulf Cooperation Council,OTHER OF SUGAR,17019990
540,0,1,1,Other Arab League Countries,OTHER OF SUGAR,17019990
541,0,0,0,Other Country Groups,OTHER OF SUGAR,17019990
542,0,0,1,Other Arab League Countries,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
543,0,0,1,"African not Arabic,not Islamic",OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
544,0,0,0,Other Country Groups,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
545,0,8,14,Gulf Cooperation Council,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
546,0,2,3,Other Arab League Countries,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
547,0,0,2,Gulf Cooperation Council,SUGAR LIQUIDS,17029050
548,0,1,8,Gulf Cooperation Council,CARAMEL,17029060
549,0,0,0,Other Country Groups,CARAMEL,17029060
550,0,2,21,Gulf Cooperation Council,OTHER SUGARS,17029090
551,0,12,4,European Union,OTHER SUGARS,17029090
552,0,0,0,Other Country Groups,OTHER SUGARS,17029090
553,0,6,2,European Union,OTHER MOLASSES,17039000
554,0,0,0,Other Country Groups,OTHER MOLASSES,17039000
555,0,3,32,Gulf Cooperation Council,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
556,0,9,61,Other Arab League Countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
557,0,1,10,Islamic not Arabic countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
558,0,0,1,"Asian not Arabic ,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
559,0,1,4,"African not Arabic,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
560,0,0,0,Other Country Groups,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
561,0,0,4,Gulf Cooperation Council,"SWEETMEATS, DROPS AND BONBONS",17049010
562,0,2,8,Other Arab League Countries,"SWEETMEATS, DROPS AND BONBONS",17049010
563,0,0,1,Other Country Groups,"SWEETMEATS, DROPS AND BONBONS",17049010
564,0,0,1,Gulf Cooperation Council,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
565,0,3,14,Other Arab League Countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
566,0,0,1,Islamic not Arabic countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
567,0,0,2,"African not Arabic,not Islamic","TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
568,0,0,0,Other Country Groups,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
569,0,1,11,Gulf Cooperation Council,HALAWA TAHINIAH,17049060
570,0,13,68,Other Arab League Countries,HALAWA TAHINIAH,17049060
571,0,0,1,Australia and Oceania,HALAWA TAHINIAH,17049060
572,0,0,1,European Union,HALAWA TAHINIAH,17049060
573,0,0,0,Other Country Groups,HALAWA TAHINIAH,17049060
574,0,0,1,Gulf Cooperation Council,CANDIES POWDER CONTAINING FRUIT FLAVOR,17049070
575,0,0,1,Other Arab League Countries,CANDIES POWDER CONTAINING FRUIT FLAVOR,17049070
576,0,0,2,Gulf Cooperation Council,OTHER SUGAR CONFECTIONERY,17049090
577,0,0,0,Other Country Groups,OTHER SUGAR CONFECTIONERY,17049090
578,0,1,23,Gulf Cooperation Council,OTHER SWEETENED COCOA POWDER,18061090
579,0,0,3,Other Arab League Countries,OTHER SWEETENED COCOA POWDER,18061090
580,0,2,67,Gulf Cooperation Council, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
581,0,0,2,Other Arab League Countries, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
582,0,0,0,Other Country Groups, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
583,0,0,1,Gulf Cooperation Council,OTHER BULK COCOA PRODUCTS,18062090
584,0,0,3,Other Arab League Countries,OTHER BULK COCOA PRODUCTS,18062090
585,0,0,0,Other Country Groups,OTHER BULK COCOA PRODUCTS,18062090
586,0,0,7,Gulf Cooperation Council,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
587,0,2,16,Other Arab League Countries,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
588,0,0,1,Other Arab League Countries,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
589,0,0,0,Other Country Groups,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
590,0,4,76,Gulf Cooperation Council,OTHER NON-BULK COCOA PRODUCTS,18069090
591,0,3,27,Other Arab League Countries,OTHER NON-BULK COCOA PRODUCTS,18069090
592,0,0,0,Other Country Groups,OTHER NON-BULK COCOA PRODUCTS,18069090
593,0,1,18,Other Arab League Countries,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
594,0,0,7,Islamic not Arabic countries,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
595,0,0,1,European Union,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
596,0,0,0,Other Country Groups,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
597,0,0,2,Gulf Cooperation Council,OTHER BABY FOOD,19011090
598,0,1,2,Other Arab League Countries,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
599,0,0,0,Other Country Groups,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
600,0,1,9,Gulf Cooperation Council,OTHER CEREAL AND FLOUR MIXES,19012090
601,0,0,1,Other Arab League Countries,OTHER CEREAL AND FLOUR MIXES,19012090
602,0,0,0,Other Country Groups,OTHER CEREAL AND FLOUR MIXES,19012090
603,0,0,2,Gulf Cooperation Council,"Other food preparations of flour, groats, meal or malt extract",19019090
604,0,0,2,Other Arab League Countries,"Other food preparations of flour, groats, meal or malt extract",19019090
605,0,0,0,Other Country Groups,"Other food preparations of flour, groats, meal or malt extract",19019090
606,0,0,1,Gulf Cooperation Council,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
607,0,10,60,Other Arab League Countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
608,0,0,1,Islamic not Arabic countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
609,0,2,22,Gulf Cooperation Council,"EDIBLE PASTAS, FROZEN WITH EGGS",19021120
610,0,0,4,Other Arab League Countries,"EDIBLE PASTAS, FROZEN WITH EGGS",19021120
611,0,0,5,Other Arab League Countries,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITH EGGS",19021130
612,0,0,0,Other Country Groups,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITH EGGS",19021130
