,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
338,0,0,0,Other Country Groups,"PEARS, FRESH",08083000
339,0,0,2,Gulf Cooperation Council,"APRICOTS, FRESH",08091000
340,0,0,0,Other Country Groups,"APRICOTS, FRESH",08091000
341,0,0,1,Gulf Cooperation Council,"PEACHES, INCLUDING NECTARINES, FRESH",08093000
342,0,0,0,Other Country Groups,"PEACHES, INCLUDING NECTARINES, FRESH",08093000
343,0,0,1,Gulf Cooperation Council,"STRAWBERRIES, FRESH",08101000
344,0,0,2,"Asian not Arabic ,not Islamic","STRAWBERRIES, FRESH",08101000
345,0,0,0,Other Country Groups,"STRAWBERRIES, FRESH",08101000
346,0,0,1,Gulf Cooperation Council,"RASPBERRIES, BLACKBERRIES, FRESH",08105000
347,0,0,0,Other Country Groups,"RASPBERRIES, BLACKBERRIES, FRESH",08105000
348,0,1,2,Gulf Cooperation Council,"POMEGRANATES, FRESH",08109010
349,0,0,1,Other Arab League Countries,"POMEGRANATES, FRESH",08109010
350,0,12,20,Gulf Cooperation Council,"OTHER FRUIT, FRESH",08109090
351,0,3,17,Other Arab League Countries,"OTHER FRUIT, FRESH",08109090
352,0,0,0,Other Country Groups,"OTHER FRUIT, FRESH",08109090
353,0,0,2,Other Arab League Countries,"STRAWBERRIES, FROZEN",08111000
354,0,0,0,Other Country Groups,"STRAWBERRIES, FROZEN",08111000
355,0,0,1,Gulf Cooperation Council,"APPLES, DRIED",08133000
356,0,1,3,Other Arab League Countries,"APPLES, DRIED",08133000
357,0,0,2,Gulf Cooperation Council,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
358,0,1,10,Other Arab League Countries,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
359,0,0,0,Other Country Groups,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
360,0,0,1,Gulf Cooperation Council,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
361,0,0,2,Other Arab League Countries,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
362,0,0,1,Islamic not Arabic countries,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
363,0,0,0,Other Country Groups,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
364,0,0,5,Gulf Cooperation Council,"ROASTED COFFEE, DECAFFEINATED",09012200
365,0,0,0,Other Country Groups,"ROASTED COFFEE, DECAFFEINATED",09012200
366,0,1,12,Gulf Cooperation Council,"OTHER COFFEE, COFFEE SUBSTITUTES",09019000
367,0,0,2,Other Arab League Countries,"OTHER COFFEE, COFFEE SUBSTITUTES",09019000
368,0,0,2,European Union,"OTHER COFFEE, COFFEE SUBSTITUTES",09019000
369,0,0,0,Other Country Groups,"OTHER COFFEE, COFFEE SUBSTITUTES",09019000
370,0,0,1,Gulf Cooperation Council,TEA BAGS,09023010
371,0,1,24,Other Arab League Countries,TEA BAGS,09023010
372,0,0,1,Other Country Groups,TEA BAGS,09023010
373,0,0,18,Gulf Cooperation Council,OTHER KIND OF BLACK TEA,09023090
374,0,0,2,Other Arab League Countries,OTHER KIND OF BLACK TEA,09023090
375,0,0,0,Other Country Groups,OTHER KIND OF BLACK TEA,09023090
376,0,0,2,Gulf Cooperation Council,"BLACK TEA, OVER 3 KG PACKINGS",09024000
377,0,0,1,Other Arab League Countries,"BLACK TEA, OVER 3 KG PACKINGS",09024000
378,0,0,1,Other Country Groups,"BLACK TEA, OVER 3 KG PACKINGS",09024000
379,0,0,1,Gulf Cooperation Council,"PEPPER, CRUSHED OR GROUND",09041200
380,0,0,1,Other Country Groups,"PEPPER, CRUSHED OR GROUND",09041200
381,0,0,1,Other Arab League Countries, Cinnamon (Cinnamomum zeylanicum Blume),09061100
382,0,0,0,Other Country Groups, Cinnamon (Cinnamomum zeylanicum Blume),09061100
383,0,0,20,Gulf Cooperation Council,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
384,0,0,10,Other Arab League Countries,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
385,0,0,11,"Asian not Arabic ,not Islamic",CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
386,0,0,7,South America,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
387,0,0,0,Other Country Groups,CARDAMOMS NEITHER CRUSHED NOR GROUND,09083100
388,0,0,4,Gulf Cooperation Council,CARDAMOMS CRUSHED OR GROUND,09083200
389,0,0,1,"Asian not Arabic ,not Islamic",CARDAMOMS CRUSHED OR GROUND,09083200
390,0,0,0,Other Country Groups,CARDAMOMS CRUSHED OR GROUND,09083200
391,0,0,2,Gulf Cooperation Council,SEEDS OF CUMIN NEITHER CRUSHED NOR GROUND,09093100
392,0,0,4,Other Arab League Countries,SEEDS OF CUMIN NEITHER CRUSHED NOR GROUND,09093100
393,0,0,0,Other Country Groups,SEEDS OF CUMIN NEITHER CRUSHED NOR GROUND,09093100
394,0,0,1,Gulf Cooperation Council,GINGER NEITHER CRUSHED NOR GROUND,09101100
395,0,2,6,Other Arab League Countries,GINGER NEITHER CRUSHED NOR GROUND,09101100
396,0,0,0,Other Country Groups,GINGER NEITHER CRUSHED NOR GROUND,09101100
397,0,0,1,Islamic not Arabic countries,SAFFRON,09102000
398,0,0,0,Other Country Groups,SAFFRON,09102000
399,0,0,1,Gulf Cooperation Council,MIXTURES OF SPICES,09109100
400,0,0,2,Other Arab League Countries,MIXTURES OF SPICES,09109100
401,0,0,1,Islamic not Arabic countries,MIXTURES OF SPICES,09109100
402,0,0,1,"Asian not Arabic ,not Islamic",MIXTURES OF SPICES,09109100
403,0,0,0,Other Country Groups,MIXTURES OF SPICES,09109100
404,0,0,6,Other Arab League Countries,Curry,09109930
405,0,0,0,Other Country Groups,Curry,09109930
406,0,0,2,Gulf Cooperation Council,OTHERS SPICES,09109990
407,0,0,2,Other Arab League Countries,OTHERS SPICES,09109990
408,0,0,1,Other Country Groups,OTHERS SPICES,09109990
409,0,1,2,Other Arab League Countries,RICE IN THE HUSK (PADDY OR ROUGH),10061000
410,0,0,0,Other Country Groups,RICE IN THE HUSK (PADDY OR ROUGH),10061000
411,0,1,3,Gulf Cooperation Council,HUSKED (BROWN) RICE,10062000
412,0,2,5,Other Arab League Countries,HUSKED (BROWN) RICE,10062000
413,0,0,1,"Asian not Arabic ,not Islamic",HUSKED (BROWN) RICE,10062000
414,0,0,0,Other Country Groups,HUSKED (BROWN) RICE,10062000
415,0,2,10,Gulf Cooperation Council,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
416,0,1,2,Other Arab League Countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
417,0,2,6,"Asian not Arabic ,not Islamic",SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
418,0,0,0,Other Country Groups,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
419,0,1,1,Other Arab League Countries,MEAL OF WHEAT,11031120
420,0,0,0,Other Country Groups,MEAL OF WHEAT,11031120
421,0,2,3,Other Arab League Countries,MEAL OF MAIZE,11031320
422,0,0,0,Other Country Groups,MEAL OF MAIZE,11031320
423,0,0,2,Gulf Cooperation Council,ROLLED OR FLAKED GRAINS OF OATS,11041200
424,0,0,0,Other Country Groups,ROLLED OR FLAKED GRAINS OF OATS,11041200
425,0,13,10,Other Arab League Countries,FLOUR OF POTATOES,11051010
426,0,0,0,Other Country Groups,FLOUR OF POTATOES,11051010
427,0,1,2,Gulf Cooperation Council,FLOUR OF KIDNEY BEANS,11061016
428,0,0,0,Other Country Groups,FLOUR OF KIDNEY BEANS,11061016
429,0,0,1,Other Arab League Countries,"FLOUR, MEAL AND POWDER OF DATES",11063030
430,0,0,1,Islamic not Arabic countries,"FLOUR, MEAL AND POWDER OF DATES",11063030
431,0,0,2,Other Country Groups,"FLOUR, MEAL AND POWDER OF DATES",11063030
432,0,6,11,Gulf Cooperation Council,MAIZE (CORN) STARCH,11081200
433,0,3,5,Other Arab League Countries,MAIZE (CORN) STARCH,11081200
434,0,0,1,Gulf Cooperation Council,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN",12060000
435,0,0,1,Other Arab League Countries,"SUNFLOWER SEEDS, WHETHER OR NOT BROKEN",12060000
436,0,0,1,Gulf Cooperation Council,OTHER SEEDS,12099900
437,0,0,0,Other Country Groups,OTHER SEEDS,12099900
438,0,0,3,Gulf Cooperation Council,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
439,0,0,1,Other Arab League Countries,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
440,0,0,0,Other Country Groups,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
441,0,1,13,Gulf Cooperation Council,TAHINAH (SESAME JUICE),13021930
442,0,0,1,Other Arab League Countries,TAHINAH (SESAME JUICE),13021930
443,0,0,1,North America,TAHINAH (SESAME JUICE),13021930
444,0,0,1,Other Country Groups,TAHINAH (SESAME JUICE),13021930
445,0,0,4,Gulf Cooperation Council,MUCILAGES AND THICKENERS FROM LOCUST BEANS,13023200
446,0,0,1,"Asian not Arabic ,not Islamic",MUCILAGES AND THICKENERS FROM LOCUST BEANS,13023200
447,0,0,0,Other Country Groups,MUCILAGES AND THICKENERS FROM LOCUST BEANS,13023200
448,0,1,1,South America,POULTRY FATS,15019000
449,0,0,0,Other Country Groups,POULTRY FATS,15019000
450,0,1,2,Islamic not Arabic countries,FATS FROM BOVINE ANIMALS,15021000
451,0,0,0,Other Country Groups,FATS FROM BOVINE ANIMALS,15021000
452,0,27,72,Gulf Cooperation Council,CRUDE SOYA-BEAN OIL,15071000
453,0,10,30,Other Arab League Countries,CRUDE SOYA-BEAN OIL,15071000
454,0,25,69,"Asian not Arabic ,not Islamic",CRUDE SOYA-BEAN OIL,15071000
455,0,3,7,Gulf Cooperation Council,OTHER SOYA-BEAN OIL,15079000
456,0,13,37,Other Arab League Countries,OTHER SOYA-BEAN OIL,15079000
457,0,0,0,Other Country Groups,OTHER SOYA-BEAN OIL,15079000
458,0,0,5,Gulf Cooperation Council,VIRGIN OLIVE OIL,15091000
459,0,0,1,Other Country Groups,VIRGIN OLIVE OIL,15091000
460,0,0,2,Gulf Cooperation Council,OTHER OLIVE OIL,15099000
461,0,0,0,Other Country Groups,OTHER OLIVE OIL,15099000
462,0,7,59,Gulf Cooperation Council,OTHER PALM OIL,15119000
463,0,5,16,Other Arab League Countries,OTHER PALM OIL,15119000
464,0,0,0,Other Country Groups,OTHER PALM OIL,15119000
465,0,0,2,Other Arab League Countries,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
466,0,0,2,Islamic not Arabic countries,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
467,0,0,0,Other Country Groups,CRUDE SUNFLOWER SEED OR SAFFLOWER OIL,15121100
468,0,4,29,Gulf Cooperation Council,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
469,0,10,47,Other Arab League Countries,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
470,0,0,0,Other Country Groups,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
471,0,14,128,Gulf Cooperation Council,OTHER CORN OIL,15152900
472,0,12,84,Other Arab League Countries,OTHER CORN OIL,15152900
473,0,0,0,Other Country Groups,OTHER CORN OIL,15152900
474,0,3,5,Islamic not Arabic countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
475,0,0,1,Other Country Groups,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
476,0,0,2,Gulf Cooperation Council,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
477,0,4,26,Other Arab League Countries,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
478,0,35,62,European Union,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
479,0,0,1,Gulf Cooperation Council,MARGARINE OF VEGETABLE ORIGIN,15171020
480,0,2,7,Other Arab League Countries,MARGARINE OF VEGETABLE ORIGIN,15171020
481,0,0,4,Other Arab League Countries,OTHER MIXTURES OF ANIMAL OR VEGETABLE FATS OR OILS,15179090
482,0,0,0,Other Country Groups,OTHER MIXTURES OF ANIMAL OR VEGETABLE FATS OR OILS,15179090
483,0,0,1,Other Arab League Countries,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
484,0,2,1,Islamic not Arabic countries,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
485,0,5,7,"Asian not Arabic ,not Islamic","ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
486,0,0,1,North America,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
487,0,50,131,European Union,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
488,0,0,1,Europe not European Union,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180090
489,0,1,1,Other Arab League Countries,GLYCEROL CRUDE,15200010
490,0,1,1,"Asian not Arabic ,not Islamic",RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
491,0,0,0,Other Country Groups,RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
492,0,0,1,Gulf Cooperation Council,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
493,0,0,2,Other Arab League Countries,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
494,0,1,4,Gulf Cooperation Council,FROZEN SAUSAGES AND SIMILAR MEATS,16010030
495,0,0,1,Other Arab League Countries,FROZEN SAUSAGES AND SIMILAR MEATS,16010030
496,0,0,0,Other Country Groups,FROZEN SAUSAGES AND SIMILAR MEATS,16010030
497,0,1,12,Gulf Cooperation Council,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
498,0,0,2,Other Arab League Countries,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
499,0,1,7,Gulf Cooperation Council,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
500,0,1,10,Other Arab League Countries,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
501,0,0,0,Other Country Groups,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
502,0,1,19,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023100
503,0,1,7,Other Arab League Countries,PREPARED TURKEY MEAT,16023100
504,0,0,0,Other Country Groups,PREPARED TURKEY MEAT,16023100
505,0,1,15,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023200
506,0,0,1,Other Arab League Countries,PREPARED TURKEY MEAT,16023200
507,0,0,0,Other Country Groups,PREPARED TURKEY MEAT,16023200
508,0,1,4,Gulf Cooperation Council,OTHER PREPARED MEAT OF POULTRY,16023900
509,0,1,3,Other Arab League Countries,OTHER PREPARED MEAT OF POULTRY,16023900
510,0,0,1,Islamic not Arabic countries,OTHER PREPARED MEAT OF POULTRY,16023900
511,0,0,0,Other Country Groups,OTHER PREPARED MEAT OF POULTRY,16023900
512,0,1,13,Gulf Cooperation Council,OTHER BOVINE CANNED MEATS,16025090
513,0,1,8,Other Arab League Countries,OTHER BOVINE CANNED MEATS,16025090
514,0,0,0,Other Country Groups,OTHER BOVINE CANNED MEATS,16025090
515,0,0,3,Gulf Cooperation Council,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
516,0,4,2,Islamic not Arabic countries,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
517,0,9,17,"Asian not Arabic ,not Islamic",FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
518,0,0,0,Other Country Groups,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
519,0,0,4,Other Arab League Countries,OTHER OFFAL (EXCEPT LIVERS),16029029
520,0,0,0,Other Country Groups,OTHER OFFAL (EXCEPT LIVERS),16029029
521,0,6,132,Gulf Cooperation Council,OTHER PREPARED OR PRESERVED MEATS,16029090
522,0,2,15,Other Arab League Countries,OTHER PREPARED OR PRESERVED MEATS,16029090
523,0,4,4,Islamic not Arabic countries,OTHER PREPARED OR PRESERVED MEATS,16029090
524,0,0,5,Gulf Cooperation Council,"TUNAS, PRESERVED",16041400
525,0,1,8,Other Arab League Countries,"TUNAS, PRESERVED",16041400
526,0,0,0,Other Country Groups,"TUNAS, PRESERVED",16041400
527,0,0,2,Other Arab League Countries,"OTHER WHOLE FISH, PRESERVED",16041900
528,0,0,1,Other Country Groups,"OTHER WHOLE FISH, PRESERVED",16041900
529,0,0,1,"Asian not Arabic ,not Islamic",OTHER PREPARED OR PRESERVED FISH,16042000
530,0,0,1,Other Country Groups,OTHER PREPARED OR PRESERVED FISH,16042000
531,0,0,2,Other Arab League Countries,"OTHER CRUSTACEANS, PRESERVED",16054000
532,0,0,0,Other Country Groups,"OTHER CRUSTACEANS, PRESERVED",16054000
533,0,30,49,Other Arab League Countries,OTHER BEET SUGAR,17011290
534,0,0,0,Other Country Groups,OTHER BEET SUGAR,17011290
535,0,0,1,Gulf Cooperation Council,OTHER CANE SUGAR,17011390
536,0,53,82,Other Arab League Countries,OTHER CANE SUGAR,17011390
537,0,6,2,European Union,OTHER CANE SUGAR,17011490
538,0,0,1,Gulf Cooperation Council,SUGAR CONTAINING ADDED FLAVORING OR COLORING,17019100
539,0,0,0,Other Country Groups,SUGAR CONTAINING ADDED FLAVORING OR COLORING,17019100
540,0,48,81,Gulf Cooperation Council,REFINED SUGAR CRYSTALS,17019911
541,0,165,252,Other Arab League Countries,REFINED SUGAR CRYSTALS,17019911
542,0,9,12,Islamic not Arabic countries,REFINED SUGAR CRYSTALS,17019911
543,0,68,90,"African not Arabic,not Islamic",REFINED SUGAR CRYSTALS,17019911
544,0,4,5,European Union,REFINED SUGAR CRYSTALS,17019911
545,0,0,2,Other Arab League Countries,REFINED SUGAR MOULDS,17019912
546,0,0,1,Islamic not Arabic countries,REFINED SUGAR MOULDS,17019912
547,0,0,0,Other Country Groups,REFINED SUGAR MOULDS,17019912
548,0,0,2,Gulf Cooperation Council,CASTOR SUGAR,17019913
549,0,1,4,Other Arab League Countries,CASTOR SUGAR,17019913
550,0,0,0,Other Country Groups,CASTOR SUGAR,17019913
551,0,0,1,Gulf Cooperation Council,"SUGAR CANDY, NEITHER FLAVORED OR COLORED",17019920
552,0,0,1,Other Arab League Countries,"SUGAR CANDY, NEITHER FLAVORED OR COLORED",17019920
553,0,21,36,Gulf Cooperation Council,OTHER OF SUGAR,17019990
554,0,0,1,Other Country Groups,OTHER OF SUGAR,17019990
555,0,10,16,Gulf Cooperation Council,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
556,0,3,4,Other Arab League Countries,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
557,0,0,0,Other Country Groups,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
558,0,1,1,Gulf Cooperation Council,"GLUCOSE AND GLUCOSE SYRUP, 20% OR MORE FRUCTOSE",17024000
559,0,1,1,Other Arab League Countries,"GLUCOSE AND GLUCOSE SYRUP, 20% OR MORE FRUCTOSE",17024000
560,0,0,1,Gulf Cooperation Council,SUGAR LIQUIDS,17029050
561,0,0,0,Other Country Groups,SUGAR LIQUIDS,17029050
562,0,1,7,Gulf Cooperation Council,CARAMEL,17029060
563,0,0,1,Other Arab League Countries,CARAMEL,17029060
564,0,0,0,Other Country Groups,CARAMEL,17029060
565,0,2,23,Gulf Cooperation Council,OTHER SUGARS,17029090
566,0,0,2,European Union,OTHER SUGARS,17029090
567,0,0,0,Other Country Groups,OTHER SUGARS,17029090
568,0,2,28,Gulf Cooperation Council,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
569,0,8,59,Other Arab League Countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
570,0,1,8,Islamic not Arabic countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
571,0,1,5,"African not Arabic,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
572,0,0,1,Other Country Groups,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
573,0,0,3,Gulf Cooperation Council,"SWEETMEATS, DROPS AND BONBONS",17049010
574,0,1,5,Other Arab League Countries,"SWEETMEATS, DROPS AND BONBONS",17049010
575,0,0,0,Other Country Groups,"SWEETMEATS, DROPS AND BONBONS",17049010
576,0,0,1,Gulf Cooperation Council,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
577,0,3,14,Other Arab League Countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
578,0,0,1,Other Country Groups,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
579,0,0,2,Other Arab League Countries,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
580,0,0,0,Other Country Groups,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
581,0,1,8,Gulf Cooperation Council,HALAWA TAHINIAH,17049060
582,0,15,86,Other Arab League Countries,HALAWA TAHINIAH,17049060
583,0,0,1,European Union,HALAWA TAHINIAH,17049060
584,0,0,1,Other Country Groups,HALAWA TAHINIAH,17049060
585,0,0,3,Gulf Cooperation Council,OTHER SUGAR CONFECTIONERY,17049090
586,0,0,1,Other Country Groups,OTHER SUGAR CONFECTIONERY,17049090
587,0,0,1,Islamic not Arabic countries,"COCOA BUTTER, FAT AND OIL",18040000
588,0,0,0,Other Country Groups,"COCOA BUTTER, FAT AND OIL",18040000
589,0,0,9,Gulf Cooperation Council,OTHER SWEETENED COCOA POWDER,18061090
590,0,0,1,Other Arab League Countries,OTHER SWEETENED COCOA POWDER,18061090
591,0,0,0,Other Country Groups,OTHER SWEETENED COCOA POWDER,18061090
592,0,3,108,Gulf Cooperation Council, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
593,0,0,2,Other Arab League Countries, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
594,0,0,0,Other Country Groups, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
595,0,1,21,Gulf Cooperation Council,OTHER BULK COCOA PRODUCTS,18062090
596,0,0,2,Other Arab League Countries,OTHER BULK COCOA PRODUCTS,18062090
597,0,0,0,Other Country Groups,OTHER BULK COCOA PRODUCTS,18062090
598,0,0,2,Gulf Cooperation Council,OTHERS KAKAOA,18063190
599,0,0,1,Other Arab League Countries,OTHERS KAKAOA,18063190
600,0,0,0,Other Country Groups,OTHERS KAKAOA,18063190
601,0,1,17,Gulf Cooperation Council,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
602,0,1,9,Other Arab League Countries,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
603,0,0,1,Islamic not Arabic countries,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
604,0,0,1,"African not Arabic,not Islamic",PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
605,0,0,0,Other Country Groups,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
606,0,3,40,Gulf Cooperation Council,OTHER NON-BULK COCOA PRODUCTS,18069090
607,0,3,26,Other Arab League Countries,OTHER NON-BULK COCOA PRODUCTS,18069090
608,0,0,0,Other Country Groups,OTHER NON-BULK COCOA PRODUCTS,18069090
609,0,2,37,Other Arab League Countries,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
610,0,0,11,Islamic not Arabic countries,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
611,0,0,0,Other Country Groups,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
612,0,0,4,Gulf Cooperation Council,OTHER BABY FOOD,19011090
613,0,0,0,Other Country Groups,OTHER BABY FOOD,19011090
614,0,0,1,Gulf Cooperation Council,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
615,0,0,0,Other Country Groups,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
616,0,1,6,Gulf Cooperation Council,OTHER CEREAL AND FLOUR MIXES,19012090
617,0,0,1,Other Arab League Countries,OTHER CEREAL AND FLOUR MIXES,19012090
618,0,0,0,Other Country Groups,OTHER CEREAL AND FLOUR MIXES,19012090
619,0,0,1,Gulf Cooperation Council,POWDER FOR MAKING ICE CREAM,19019030
620,0,0,0,Other Country Groups,POWDER FOR MAKING ICE CREAM,19019030
621,0,0,1,Gulf Cooperation Council,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
